Id,Player,Nation,Pos,Team,Age,Born,Pj,Starts,Min,90s,Gls,Ast,GNP,GP,PS,CrdY,CrdR,Gls/Pj,Ast/Pj,G+A,GNP/Pj,G+A-P/Pj,Id_Team,foto
541,Matias Arezo,URU,"MF,FW",Granada,20,2002,9,2,205,2.3,1,0,1,0,0,1,0,0.44,0.0,0.44,0.44,0.44,27,https://cdn.sofifa.net/players/notfound_0_60.png
542,David Argüelles,ESP,DF,Sporting Gijon,20,2002,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
543,José Arnaiz,ESP,"FW,MF",Leganes,27,1995,20,20,1738,19.3,4,1,4,0,0,2,0,0.21,0.05,0.26,0.21,0.26,30,https://cdn.sofifa.net/players/notfound_0_60.png
544,Óscar Arribas,ESP,"MF,FW",Cartagena,24,1998,10,2,257,2.9,1,0,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,24,https://cdn.sofifa.net/players/notfound_0_60.png
545,Anderson Arroyo,COL,DF,Alaves,23,1999,9,7,649,7.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
546,Juan Artola,ESP,"FW,MF",Burgos,22,2000,17,6,595,6.6,2,0,2,0,0,2,1,0.3,0.0,0.3,0.3,0.3,23,https://cdn.sofifa.net/players/notfound_0_60.png
547,Miguel Atienza,ESP,MF,Burgos,23,1999,20,17,1558,17.3,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,23,https://cdn.sofifa.net/players/notfound_0_60.png
548,Emmanuel Attipoe,GHA,MF,Albacete,22,2000,1,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
549,Javier Avilés,ESP,FW,Leganes,25,1997,3,0,14,0.2,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
550,Miguel Azeez,ENG,"MF,FW",UD Ibiza,20,2002,10,7,592,6.6,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
551,Baena,ESP,"FW,MF",Lugo,22,2000,15,4,451,5.0,1,1,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,32,https://cdn.sofifa.net/players/notfound_0_60.png
552,Sinan Bakış,TUR,FW,Andorra,28,1994,15,9,885,9.8,7,2,5,2,2,4,0,0.71,0.2,0.92,0.51,0.71,22,https://cdn.sofifa.net/players/notfound_0_60.png
553,Alex Balboa,EQG,MF,Alaves,21,2001,6,1,116,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
554,Axel Bamba,FRA,DF,Sporting Gijon,23,1999,7,3,277,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
555,Barbu,ESP,DF,CD Mirandes,21,2001,9,9,802,8.9,2,0,2,0,0,4,0,0.22,0.0,0.22,0.22,0.22,25,https://cdn.sofifa.net/players/notfound_0_60.png
556,Bernabé Barragán,ESP,GK,Albacete,29,1993,16,16,1440,16.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
557,Manu Barreiro,ESP,FW,Lugo,36,1986,16,10,841,9.3,2,1,1,1,1,3,0,0.21,0.11,0.32,0.11,0.21,32,https://cdn.sofifa.net/players/notfound_0_60.png
558,Dani Barrio,ESP,GK,Burgos,35,1987,2,1,150,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
559,Thierno Barry,GUI,FW,Tenerife,22,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
560,Borja Bastón,ESP,FW,Oviedo,30,1992,20,19,1643,18.3,7,0,4,3,4,4,0,0.38,0.0,0.38,0.22,0.22,34,https://cdn.sofifa.net/players/notfound_0_60.png
561,Jon Bautista,ESP,FW,Eibar,27,1995,16,8,745,8.3,2,0,2,0,0,1,0,0.24,0.0,0.24,0.24,0.24,26,https://cdn.sofifa.net/players/notfound_0_60.png
562,Carlos Benavídez,URU,MF,Alaves,24,1998,15,12,971,10.8,1,0,1,0,0,5,1,0.09,0.0,0.09,0.09,0.09,20,https://cdn.sofifa.net/players/notfound_0_60.png
563,Saúl Berjón,ESP,"FW,MF",Burgos,36,1986,9,0,77,0.9,0,1,0,0,0,0,0,0.0,1.17,1.17,0.0,1.17,23,https://cdn.sofifa.net/players/notfound_0_60.png
564,Álex Bermejo,ESP,"MF,FW",Burgos,24,1998,20,18,1337,14.9,2,0,1,1,1,3,1,0.13,0.0,0.13,0.07,0.07,23,https://cdn.sofifa.net/players/notfound_0_60.png
565,Sergio Bermejo,ESP,"MF,FW",Zaragoza,25,1997,15,14,1069,11.9,1,2,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,41,https://cdn.sofifa.net/players/notfound_0_60.png
566,Juan Berrocal González,ESP,DF,Eibar,23,1999,17,16,1302,14.5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,26,https://cdn.sofifa.net/players/notfound_0_60.png
567,Gustavo Blanco Leschuk,ARG,FW,Eibar,31,1991,16,9,865,9.6,3,0,3,0,0,3,0,0.31,0.0,0.31,0.31,0.31,26,https://cdn.sofifa.net/players/notfound_0_60.png
568,Jérémy Blasco,FRA,DF,Huesca,23,1999,10,9,822,9.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
569,Pablo de Blasis,ARG,"MF,FW",Cartagena,34,1988,20,20,1749,19.4,1,4,1,0,0,2,0,0.05,0.21,0.26,0.05,0.26,24,https://cdn.sofifa.net/players/notfound_0_60.png
570,Yann Bodiger,FRA,MF,Granada,27,1995,14,14,1180,13.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
571,Mateusz Bogusz,POL,MF,UD Ibiza,21,2001,11,2,347,3.9,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
572,Mohamed Bouldini,MAR,FW,Levante,27,1995,14,8,760,8.4,4,1,4,0,0,7,0,0.47,0.12,0.59,0.47,0.59,31,https://cdn.sofifa.net/players/notfound_0_60.png
573,Ruben Bover,ESP,MF,Andorra,30,1992,11,7,564,6.3,0,1,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16,22,https://cdn.sofifa.net/players/notfound_0_60.png
574,Flavien Boyomo,FRA,DF,Albacete,21,2001,18,17,1492,16.6,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
575,Quentin Braat,FRA,GK,Oviedo,25,1997,6,6,540,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
576,Brugui,ESP,"MF,FW",Levante,26,1996,17,10,866,9.6,2,0,2,0,0,1,1,0.21,0.0,0.21,0.21,0.21,31,https://cdn.sofifa.net/players/notfound_0_60.png
577,Mustapha Bundu,SLE,FW,Andorra,25,1997,10,3,296,3.3,2,1,2,0,0,0,0,0.61,0.3,0.91,0.61,0.91,22,https://cdn.sofifa.net/players/notfound_0_60.png
578,Aitor Buñuel,ESP,DF,Tenerife,24,1998,10,7,652,7.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
579,Esteban Burgos,ARG,DF,Malaga,30,1992,14,14,1111,12.3,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
580,Unai Bustinza,ESP,DF,Malaga,30,1992,8,6,532,5.9,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
581,Erick Cabaco,URU,DF,Granada,27,1995,8,4,410,4.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
582,Jordi Calavera,ESP,DF,Lugo,27,1995,8,3,277,3.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
583,Iván Calero,ESP,"DF,MF",Cartagena,27,1995,19,19,1656,18.4,1,3,1,0,0,4,0,0.05,0.16,0.22,0.05,0.22,24,https://cdn.sofifa.net/players/notfound_0_60.png
584,José Callejón,ESP,"FW,MF",Granada,35,1987,20,19,1615,17.9,4,4,4,0,0,3,0,0.22,0.22,0.45,0.22,0.45,27,https://cdn.sofifa.net/players/notfound_0_60.png
585,Dani Calvo,ESP,DF,Oviedo,28,1994,15,14,1288,14.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
586,Suleiman Camara Sanneh,SWE,MF,UD Ibiza,21,2001,19,13,1012,11.2,2,1,2,0,0,3,0,0.18,0.09,0.27,0.18,0.27,39,https://cdn.sofifa.net/players/notfound_0_60.png
587,José Campaña,ESP,MF,Levante,29,1993,10,8,642,7.1,2,0,0,2,2,4,0,0.28,0.0,0.28,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
588,Gaspar Campos,ESP,MF,Sporting Gijon,22,2000,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
589,Gaspar Campos,ESP,"MF,FW",Burgos,22,2000,17,10,863,9.6,5,0,5,0,0,0,0,0.52,0.0,0.52,0.52,0.52,23,https://cdn.sofifa.net/players/notfound_0_60.png
590,Víctor Campuzano,ESP,"FW,MF",Sporting Gijon,25,1997,10,5,400,4.4,2,0,2,0,0,1,0,0.45,0.0,0.45,0.45,0.45,37,https://cdn.sofifa.net/players/notfound_0_60.png
591,Marco Camús,ESP,MF,Racing Sant,21,2001,19,4,640,7.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
592,Álex Cantero,ESP,"MF,FW",Levante,22,2000,14,4,424,4.7,2,1,2,0,0,2,0,0.42,0.21,0.64,0.42,0.64,31,https://cdn.sofifa.net/players/notfound_0_60.png
593,Marc Carbó,ESP,MF,Lugo,28,1994,12,4,469,5.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
594,Cárdenas,ESP,GK,Levante,25,1997,20,20,1800,20.0,0,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,31,https://cdn.sofifa.net/players/notfound_0_60.png
595,Marc Cardona,ESP,FW,Las Palmas,27,1995,16,12,1045,11.6,5,0,4,1,1,2,0,0.43,0.0,0.43,0.34,0.34,29,https://cdn.sofifa.net/players/notfound_0_60.png
596,Sergi Cardona,ESP,"DF,MF",Las Palmas,23,1999,19,18,1548,17.2,0,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,29,https://cdn.sofifa.net/players/notfound_0_60.png
597,Carlo,ESP,MF,Villarreal B,21,2001,15,14,1235,13.7,1,1,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,40,https://cdn.sofifa.net/players/notfound_0_60.png
598,José Carlos,POR,DF,UD Ibiza,24,1998,6,5,382,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
599,Juan Carlos,ESP,FW,Huesca,31,1991,17,11,1120,12.4,4,0,2,2,2,5,1,0.32,0.0,0.32,0.16,0.16,28,https://cdn.sofifa.net/players/notfound_0_60.png
600,Andrés Caro,ESP,DF,Malaga,18,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
601,Salifo Caropitche,GNB,FW,CD Mirandes,21,2001,1,0,3,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
602,Sergio Carreira,ESP,"DF,MF",Villarreal B,22,2000,12,8,666,7.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
603,Jordan Carrillo,MEX,MF,Sporting Gijon,21,2001,7,2,237,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
604,Sergio Castel,ESP,FW,UD Ibiza,27,1995,16,4,678,7.5,0,1,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,39,https://cdn.sofifa.net/players/notfound_0_60.png
605,Adri Castellano,ESP,"DF,MF",Ponferradina,28,1994,5,3,281,3.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
606,Nacho Castillo,ESP,MF,CD Mirandes,22,2000,3,0,31,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
607,Rubén Castro,ESP,FW,Malaga,41,1981,19,18,1519,16.9,4,2,4,0,1,0,0,0.24,0.12,0.36,0.24,0.36,33,https://cdn.sofifa.net/players/notfound_0_60.png
608,Karim Chaban,ALG,MF,Albacete,22,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
609,Pablo Chavarría,ARG,"MF,FW",Malaga,34,1988,9,2,234,2.6,1,0,1,0,0,0,0,0.38,0.0,0.38,0.38,0.38,33,https://cdn.sofifa.net/players/notfound_0_60.png
610,Pep Chavarría,ESP,DF,Zaragoza,24,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
611,Chema,ESP,DF,Eibar,30,1992,3,1,53,0.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,26,https://cdn.sofifa.net/players/notfound_0_60.png
612,Churripi,ESP,GK,Burgos,28,1994,19,19,1647,18.3,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
613,Seydouba Cissé,GUI,MF,Leganes,21,2001,17,13,1111,12.3,1,1,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,30,https://cdn.sofifa.net/players/notfound_0_60.png
614,Pablo Clavería,ESP,MF,Lugo,26,1996,19,11,878,9.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
615,Enrique Clemente,ESP,DF,Las Palmas,23,1999,4,2,172,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
616,Óscar Clemente,ESP,MF,Las Palmas,23,1999,15,13,986,11.0,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,29,https://cdn.sofifa.net/players/notfound_0_60.png
617,Saúl Coco,EQG,DF,Las Palmas,23,1999,16,14,1221,13.6,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
618,Coke,ESP,DF,UD Ibiza,35,1987,9,7,639,7.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
619,Diego Collado,ESP,"MF,FW",Villarreal B,21,2001,18,17,1282,14.2,4,1,4,0,0,3,0,0.28,0.07,0.35,0.28,0.35,40,https://cdn.sofifa.net/players/notfound_0_60.png
620,Aitor Córdoba,ESP,DF,Burgos,27,1995,19,19,1710,19.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
621,José Corpas,ESP,"MF,FW",Eibar,31,1991,20,15,1224,13.6,3,1,1,2,2,2,0,0.22,0.07,0.29,0.07,0.15,26,https://cdn.sofifa.net/players/notfound_0_60.png
622,Rober Correa,ESP,DF,Eibar,30,1992,11,6,611,6.8,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,26,https://cdn.sofifa.net/players/notfound_0_60.png
623,Álex Corredera,ESP,MF,Tenerife,26,1996,7,5,424,4.7,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
624,David Costas,ESP,DF,Oviedo,27,1995,9,9,765,8.5,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,34,https://cdn.sofifa.net/players/notfound_0_60.png
625,Iván Cuéllar,ESP,GK,Sporting Gijon,38,1984,3,3,270,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
626,Jaume Cuéllar,BOL,"MF,FW",Lugo,21,2001,20,15,1261,14.0,1,4,1,0,0,1,0,0.07,0.29,0.36,0.07,0.36,32,https://cdn.sofifa.net/players/notfound_0_60.png
627,Eric Curbelo,ESP,DF,Las Palmas,28,1994,20,17,1547,17.2,0,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,29,https://cdn.sofifa.net/players/notfound_0_60.png
628,Curro,ESP,MF,Burgos,26,1996,14,12,1034,11.5,4,1,4,0,0,2,1,0.35,0.09,0.44,0.35,0.44,23,https://cdn.sofifa.net/players/notfound_0_60.png
629,Dali,ESP,FW,Racing Sant,22,2000,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
630,Toni Datković,CRO,DF,Cartagena,29,1993,19,19,1651,18.3,0,2,0,0,0,8,0,0.0,0.11,0.11,0.0,0.11,24,https://cdn.sofifa.net/players/notfound_0_60.png
631,Alberto Del Moral,ESP,MF,Villarreal B,22,2000,19,19,1710,19.0,0,2,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,40,https://cdn.sofifa.net/players/notfound_0_60.png
632,Jorge Delgado,ESP,FW,Racing Sant,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
633,Moisés Delgado,ESP,DF,Ponferradina,28,1994,17,11,954,10.6,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,35,https://cdn.sofifa.net/players/notfound_0_60.png
634,Julián Delmás,ESP,DF,Cartagena,27,1995,8,2,248,2.8,0,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,24,https://cdn.sofifa.net/players/notfound_0_60.png
635,Moussa Diarra,ESP,DF,Malaga,20,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
636,Pedro Díaz,ESP,MF,Sporting Gijon,24,1998,12,9,764,8.5,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,37,https://cdn.sofifa.net/players/notfound_0_60.png
637,Víctor Díaz,ESP,"DF,MF",Granada,34,1988,13,10,975,10.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
638,Adrián Diéguez,ESP,DF,Ponferradina,26,1996,15,12,1065,11.8,0,1,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08,35,https://cdn.sofifa.net/players/notfound_0_60.png
639,Papakouli Diop,SEN,MF,UD Ibiza,36,1986,11,6,540,6.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
640,Mohammed Djetei,CMR,DF,Albacete,28,1994,20,17,1596,17.7,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,21,https://cdn.sofifa.net/players/notfound_0_60.png
641,Álex Domínguez,ESP,GK,Las Palmas,24,1998,5,5,450,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
642,Rubén Duarte,ESP,DF,Alaves,27,1995,17,14,1250,13.9,0,3,0,0,0,8,0,0.0,0.22,0.22,0.0,0.22,20,https://cdn.sofifa.net/players/notfound_0_60.png
643,Jonathan Dubasin,BEL,"FW,MF",Albacete,22,2000,20,13,1241,13.8,4,2,4,0,0,3,0,0.29,0.15,0.44,0.29,0.44,21,https://cdn.sofifa.net/players/notfound_0_60.png
644,Riza Durmisi,DEN,"DF,MF",Leganes,28,1994,10,5,550,6.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
645,Unai Elgezabal,ESP,"DF,MF",Burgos,29,1993,19,19,1634,18.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
646,Juergen Elitim,COL,MF,Racing Sant,23,1999,11,11,875,9.7,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
647,Sergi Enrich,ESP,FW,Oviedo,32,1990,18,11,965,10.7,2,0,2,0,0,1,1,0.19,0.0,0.19,0.19,0.19,34,https://cdn.sofifa.net/players/notfound_0_60.png
648,Ramón Enríquez,ESP,MF,Malaga,21,2001,11,3,435,4.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
649,Aarón Escandell,ESP,GK,Cartagena,27,1995,16,16,1440,16.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
650,Alberto Escassi,ESP,"DF,MF",Malaga,33,1989,18,18,1454,16.2,1,0,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06,33,https://cdn.sofifa.net/players/notfound_0_60.png
651,Gonzalo Escobar,ARG,"DF,MF",UD Ibiza,25,1997,9,6,630,7.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
652,Dani Escriche,ESP,"FW,MF",Huesca,24,1998,15,9,848,9.4,1,1,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,28,https://cdn.sofifa.net/players/notfound_0_60.png
653,Dani Esmorís,ESP,DF,Villarreal B,22,2000,19,17,1550,17.2,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,40,https://cdn.sofifa.net/players/notfound_0_60.png
654,Eduardo Espiau,ESP,FW,Ponferradina,27,1994,20,9,949,10.5,2,0,2,0,0,4,0,0.19,0.0,0.19,0.19,0.19,35,https://cdn.sofifa.net/players/notfound_0_60.png
655,Etyan,ESP,FW,Tenerife,20,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
656,Euse,ESP,DF,Huesca,22,2000,2,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
657,Mamadou Fall,SEN,DF,Villarreal B,20,2002,15,14,1259,14.0,2,0,2,0,0,4,1,0.14,0.0,0.14,0.14,0.14,40,https://cdn.sofifa.net/players/notfound_0_60.png
658,Aleix Febas,ESP,MF,Malaga,26,1996,20,18,1537,17.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
659,Jesús Fernández Alonso,ESP,DF,Lugo,22,2000,8,6,567,6.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
660,Andrés Fernández,ESP,GK,Huesca,35,1986,20,20,1800,20.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
661,Dani Fernandez,ESP,DF,Racing Sant,25,1997,16,11,1069,11.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
662,Marc Fernández,ESP,FW,Andorra,32,1990,12,7,550,6.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
663,Raúl Fernández,ESP,GK,Granada,34,1988,13,12,1018,11.3,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
664,Juan Ferney Otero,COL,MF,Sporting Gijon,27,1995,20,19,1564,17.4,2,0,2,0,0,4,0,0.12,0.0,0.12,0.12,0.12,37,https://cdn.sofifa.net/players/notfound_0_60.png
665,André Ferreira,POR,GK,Granada,26,1996,7,7,604,6.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
666,David Ferreiro,ESP,"MF,FW",Cartagena,34,1988,3,3,187,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
667,Franchu Feuillassier,ARG,"FW,MF",Cartagena,24,1998,11,3,391,4.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
668,Marcelo Flores,MEX,"MF,FW",Oviedo,19,2003,12,6,514,5.7,0,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,34,https://cdn.sofifa.net/players/notfound_0_60.png
669,Issa Fomba,MLI,DF,Malaga,21,2001,5,1,143,1.6,0,1,0,0,0,0,0,0.0,0.63,0.63,0.0,0.63,33,https://cdn.sofifa.net/players/notfound_0_60.png
670,Álex Forés,ESP,FW,Villarreal B,21,2001,11,4,399,4.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
671,Alejandro Francés,ESP,DF,Zaragoza,20,2002,10,10,900,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
672,Enric Franquesa,ESP,DF,Levante,25,1997,10,5,476,5.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
673,Jorge de Frutos,ESP,"MF,FW",Levante,25,1997,19,15,1355,15.1,2,2,2,0,0,3,0,0.13,0.13,0.27,0.13,0.27,31,https://cdn.sofifa.net/players/notfound_0_60.png
674,Gabriel Fuentes,COL,DF,Zaragoza,25,1997,16,15,1352,15.0,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,41,https://cdn.sofifa.net/players/notfound_0_60.png
675,Manuel Fuster,ESP,"MF,FW",Albacete,25,1997,20,18,1574,17.5,3,3,3,0,0,1,0,0.17,0.17,0.34,0.17,0.34,21,https://cdn.sofifa.net/players/notfound_0_60.png
676,Daniel Fuzato,BRA,GK,UD Ibiza,25,1997,20,20,1800,20.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
677,Álex Gallar,ESP,MF,Malaga,30,1992,9,8,631,7.0,1,3,1,0,0,0,0,0.14,0.43,0.57,0.14,0.57,33,https://cdn.sofifa.net/players/notfound_0_60.png
