Id,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,Id_HomeTeam,Id_AwayTeam
11414,SP1,2009-05-03,Racing Sant,Almeria,0,2,A,0,2,A,12,9,2,4,14,19,2,4,3,1,0,0,2.25,3.1,3.2,2.2,3.15,3.05,89,36,0
11415,SP1,2009-05-03,Espanyol,Valencia,3,0,H,0,0,D,18,14,7,5,17,14,3,7,1,0,0,0,2.87,3.4,2.37,2.9,3.3,2.2,89,8,17
11416,SP1,2009-05-03,Osasuna,Recreativo,1,2,A,1,0,H,11,20,2,9,16,17,7,2,1,2,1,0,1.75,3.5,4.75,1.65,3.45,4.85,89,12,11457
11417,SP2,2009-05-03,Hercules,Gimnastic,2,2,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,1.61,3.3,6.0,1.65,3.35,4.8,89,11458,11458
11418,SP1,2009-05-03,Sporting Gijon,Athletic Club,1,1,D,0,0,D,22,15,6,5,17,14,5,3,4,1,0,0,2.62,3.3,2.62,2.65,3.35,2.35,89,37,1
11419,SP2,2009-05-03,Alaves,Castellon,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.9,3.2,4.0,2.0,2.95,3.65,89,20,11460
11420,SP2,2009-05-03,Sevilla B,Girona,2,1,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,4.33,3.2,1.8,4.5,3.15,1.75,89,11461,10
11421,SP2,2009-05-03,Elche,Xerez,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.87,3.0,2.4,2.8,2.95,2.4,89,7,11462
11422,SP1,2009-05-03,Betis,Atletico Madrid,0,2,A,0,1,A,9,12,2,3,17,21,9,4,0,2,0,0,2.87,3.4,2.37,2.8,3.2,2.3,89,4,2
11423,SP2,2009-05-03,Cordoba,Salamanca,0,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.2,3.25,2.05,2.95,3.5,89,11464,11464
11424,SP2,2009-05-02,Zaragoza,Tenerife,1,1,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,1.95,3.25,3.6,1.95,3.05,3.7,89,41,38
11425,SP1,2009-05-02,Numancia,Malaga,2,0,H,1,0,H,14,11,5,3,24,18,3,5,4,3,1,0,3.1,3.4,2.25,2.95,3.25,2.2,89,11466,33
11426,SP1,2009-05-02,Real Madrid,Barcelona,2,6,A,1,3,A,5,17,4,13,22,9,3,2,4,2,0,0,2.5,3.4,2.75,2.45,3.4,2.5,89,14,3
11427,SP1,2009-05-02,Villarreal,Sevilla,0,2,A,0,0,D,15,9,5,3,21,22,4,3,2,3,0,1,2.37,3.4,2.87,2.35,3.25,2.7,89,19,16
11428,SP2,2009-05-02,Rayo Vallecano,Albacete,0,3,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,1.5,3.4,8.0,1.55,3.35,5.9,89,13,21
11429,SP2,2009-05-02,Real Sociedad,Celta Vigo,2,2,D,0,2,A,13,11,5,4,15,15,6,4,2,3,0,0,1.9,3.1,4.0,1.95,3.05,3.7,89,15,6
11430,SP2,2009-05-02,Murcia,Eibar,2,0,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.61,3.25,6.0,1.55,3.5,5.5,89,11471,26
11431,SP2,2009-05-02,Levante,Alicante,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.8,3.25,4.0,1.7,3.35,4.4,89,31,11472
11432,SP2,2009-05-02,Las Palmas,Huesca,1,1,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.9,3.0,4.0,1.95,3.05,3.7,89,29,28
11433,SP1,2009-04-26,Recreativo,Mallorca,2,4,A,0,2,A,15,14,2,7,20,19,17,1,5,6,0,1,2.37,3.25,3.0,2.2,3.2,3.0,89,11474,11
11434,SP1,2009-04-26,Valladolid,Osasuna,0,0,D,0,0,D,7,14,3,1,15,11,8,7,2,2,0,0,2.1,3.3,3.5,2.1,3.1,3.3,89,18,12
11435,SP2,2009-04-26,Xerez,Sevilla B,2,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.14,6.0,17.0,1.15,6.0,13.0,89,11476,11476
11436,SP1,2009-04-26,Sevilla,Real Madrid,2,4,A,1,1,D,11,12,5,6,19,18,4,1,4,2,0,0,2.62,3.3,2.6,2.65,3.35,2.35,89,16,14
11437,SP2,2009-04-26,Huesca,Real Sociedad,1,2,A,0,2,A,13,11,5,4,15,15,6,4,2,3,0,0,2.6,2.9,2.7,2.55,2.8,2.75,89,28,15
11438,SP2,2009-04-26,Celta Vigo,Levante,2,2,D,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.9,3.2,3.75,1.85,3.1,4.0,89,6,31
11439,SP2,2009-04-26,Alicante,Rayo Vallecano,2,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,3.4,3.0,2.1,3.6,3.0,2.0,89,11480,13
11440,SP1,2009-04-26,Getafe,Villarreal,1,2,A,0,2,A,20,11,5,5,10,15,4,3,2,0,1,1,2.5,3.25,2.8,2.5,3.0,2.7,89,9,19
11441,SP1,2009-04-26,Espanyol,Betis,2,0,H,1,0,H,17,13,6,3,10,16,4,9,1,1,0,0,2.2,3.25,3.3,2.25,3.15,2.95,89,8,4
11442,SP1,2009-04-26,Atletico Madrid,Sporting Gijon,3,1,H,2,0,H,10,13,5,2,18,14,3,5,2,4,1,0,1.4,4.5,8.0,1.4,4.3,6.5,89,2,37
11443,SP1,2009-04-26,Athletic Club,Racing Sant,2,1,H,2,0,H,12,5,5,3,18,30,3,7,3,7,2,3,2.1,3.25,3.6,2.1,3.2,3.2,89,1,36
11444,SP2,2009-04-26,Salamanca,Elche,1,1,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.0,3.75,2.1,2.9,3.45,89,11485,7
11445,SP1,2009-04-25,Valencia,Barcelona,2,2,D,2,1,H,10,14,5,6,21,9,5,9,5,2,0,0,4.0,3.4,1.9,3.8,3.35,1.85,89,17,3
11446,SP1,2009-04-25,Malaga,La Coruna,1,1,D,1,0,H,16,19,9,6,21,14,6,8,3,2,0,0,2.1,3.3,3.5,1.95,3.3,3.5,89,33,11487
11447,SP1,2009-04-25,Almeria,Numancia,2,1,H,2,0,H,15,15,4,5,14,7,11,8,1,2,0,0,1.66,3.6,5.5,1.7,3.45,4.5,89,0,11488
11448,SP2,2009-04-25,Tenerife,Las Palmas,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.57,3.4,6.0,1.5,3.5,6.3,89,38,29
11449,SP2,2009-04-25,Girona,Alaves,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.0,3.4,2.1,2.95,3.35,89,10,20
11450,SP2,2009-04-25,Eibar,Zaragoza,2,3,A,0,2,A,13,11,5,4,15,15,6,4,2,3,0,0,4.0,3.2,1.85,3.95,3.15,1.85,89,26,41
11451,SP2,2009-04-25,Castellon,Hercules,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.8,2.9,2.5,2.6,2.8,2.7,89,11492,11492
11452,SP2,2009-04-25,Albacete,Cordoba,1,1,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.0,3.4,2.1,3.0,3.3,89,21,11493
11453,SP2,2009-04-25,Gimnastic,Murcia,3,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.0,3.4,2.0,3.05,3.5,89,11494,11494
11454,SP1,2009-04-23,Villarreal,Recreativo,2,1,H,1,1,D,9,7,2,1,18,14,8,4,4,4,0,0,1.65,3.6,5.5,1.6,3.4,5.4,89,19,11495
11455,SP1,2009-04-23,Sporting Gijon,Espanyol,0,3,A,0,1,A,12,8,4,3,16,22,5,2,2,0,1,0,2.65,3.3,2.6,2.55,3.1,2.6,89,37,8
11456,SP1,2009-04-23,Racing Sant,Atletico Madrid,5,1,H,3,0,H,13,8,7,4,22,13,6,5,3,2,0,0,2.87,3.3,2.4,3.0,3.05,2.25,89,36,2
11457,SP1,2009-04-23,Mallorca,Valladolid,2,0,H,0,0,D,14,9,6,1,10,14,4,5,1,3,0,0,2.05,3.3,3.6,2.0,3.15,3.5,89,11,18
11458,SP1,2009-04-22,La Coruna,Almeria,2,0,H,0,0,D,17,16,5,2,17,13,5,5,2,1,0,0,2.0,3.3,3.75,1.9,3.25,3.75,89,11499,0
11459,SP1,2009-04-22,Barcelona,Sevilla,4,0,H,2,0,H,28,6,7,2,11,17,9,2,2,2,0,0,1.36,4.75,8.0,1.3,4.65,8.5,89,3,16
11460,SP1,2009-04-22,Betis,Valencia,1,2,A,0,0,D,7,9,2,4,20,20,3,4,1,2,0,0,2.9,3.25,2.4,2.95,2.95,2.35,89,4,17
11461,SP1,2009-04-22,Osasuna,Malaga,2,3,A,2,1,H,10,11,4,5,12,11,5,3,1,0,3,1,2.15,3.3,3.3,2.1,3.1,3.3,89,12,33
11462,SP1,2009-04-21,Real Madrid,Getafe,3,2,H,1,1,D,18,12,6,4,20,15,6,4,6,4,1,0,1.25,5.5,12.0,1.22,5.35,10.5,89,14,9
11463,SP1,2009-04-21,Numancia,Athletic Club,1,2,A,1,1,D,14,10,2,4,22,10,2,4,3,1,1,1,2.62,3.4,2.6,2.65,3.15,2.45,89,11504,1
11464,SP2,2009-04-19,Cordoba,Alicante,2,1,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.83,3.25,4.0,1.8,3.25,4.0,89,11505,11505
11465,SP2,2009-04-19,Hercules,Girona,3,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.62,2.9,7.0,1.6,2.9,7.0,89,11506,10
11466,SP1,2009-04-19,Valladolid,Villarreal,0,0,D,0,0,D,11,10,3,2,8,13,10,3,1,0,1,0,2.3,3.4,3.0,2.25,3.1,3.0,89,18,19
11467,SP1,2009-04-19,Valencia,Sevilla,3,1,H,1,1,D,21,12,7,3,21,22,5,12,7,8,0,1,2.1,3.4,3.4,2.15,3.2,3.1,89,17,16
11468,SP1,2009-04-19,Espanyol,Racing Sant,1,0,H,0,0,D,13,8,2,1,18,27,7,5,1,5,0,0,2.15,3.25,3.4,2.05,3.2,3.3,89,8,36
11469,SP1,2009-04-19,Betis,Sporting Gijon,2,0,H,1,0,H,14,13,6,2,16,21,3,5,1,4,1,1,1.67,3.6,5.25,1.6,3.6,5.0,89,4,37
11470,SP1,2009-04-19,Almeria,Osasuna,2,1,H,0,0,D,23,10,9,5,15,17,16,0,3,4,0,0,2.25,3.25,3.2,2.15,3.1,3.2,89,0,12
11471,SP2,2009-04-19,Alaves,Xerez,1,2,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.9,3.1,2.3,2.9,3.0,2.3,89,20,11512
11472,SP1,2009-04-18,Malaga,Mallorca,1,1,D,0,0,D,8,18,3,8,9,15,5,4,0,3,0,0,2.0,3.4,3.7,1.9,3.3,3.65,89,33,11
11473,SP2,2009-04-18,Zaragoza,Gimnastic,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.5,3.8,7.5,1.55,3.2,6.5,89,41,11514
11474,SP1,2009-04-18,Getafe,Barcelona,0,1,A,0,1,A,3,17,0,8,19,9,1,5,4,2,0,0,7.0,4.33,1.44,7.25,4.0,1.4,89,9,3
11475,SP1,2009-04-18,Atletico Madrid,Numancia,3,0,H,0,0,D,24,5,9,1,13,11,10,1,3,2,0,0,1.33,4.75,9.5,1.3,4.65,8.5,89,2,11516
11476,SP1,2009-04-18,Athletic Club,La Coruna,0,1,A,0,0,D,20,7,5,1,17,16,6,2,2,2,1,0,2.15,3.4,3.3,2.1,3.2,3.2,89,1,11517
11477,SP2,2009-04-18,Rayo Vallecano,Celta Vigo,4,1,H,3,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.85,3.0,5.0,1.8,2.85,4.85,89,13,6
11478,SP2,2009-04-18,Salamanca,Albacete,3,1,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.85,3.1,4.75,1.75,3.15,4.5,89,11519,21
11479,SP2,2009-04-18,Murcia,Castellon,2,2,D,1,2,A,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.2,3.5,2.05,3.2,3.2,89,11520,11520
11480,SP2,2009-04-18,Levante,Huesca,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.1,3.6,1.9,3.05,3.9,89,31,28
11481,SP1,2009-04-18,Recreativo,Real Madrid,0,1,A,0,0,D,8,19,3,8,13,13,4,9,1,3,0,0,6.0,3.8,1.57,5.75,3.85,1.5,89,11522,14
11482,SP2,2009-04-18,Las Palmas,Eibar,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.85,3.3,4.5,1.75,3.25,4.3,89,29,26
11483,SP2,2009-04-18,Elche,Sevilla B,2,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.36,4.33,10.0,1.35,3.7,10.0,89,7,11524
11484,SP2,2009-04-18,Real Sociedad,Tenerife,1,2,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.3,3.0,3.4,2.25,2.9,3.1,89,15,38
11485,SP2,2009-04-12,Huesca,Rayo Vallecano,0,1,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.5,3.0,2.8,2.55,2.8,2.75,89,28,13
11486,SP2,2009-04-12,Celta Vigo,Cordoba,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.0,3.8,2.02,2.85,3.85,89,6,11527
11487,SP2,2009-04-12,Alicante,Salamanca,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,3.0,2.9,2.4,2.95,2.8,2.4,89,11528,11528
11488,SP2,2009-04-12,Albacete,Elche,2,1,H,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.4,3.0,2.9,2.4,2.8,2.95,89,21,7
11489,SP2,2009-04-12,Tenerife,Levante,5,1,H,3,1,H,13,11,5,4,15,15,6,4,2,3,0,0,1.62,3.3,5.75,1.6,3.3,5.4,89,38,31
11490,SP1,2009-04-12,Sporting Gijon,Valencia,2,3,A,1,1,D,16,5,7,3,19,11,11,3,5,3,0,0,3.6,3.2,2.1,3.1,3.3,2.1,89,37,17
11491,SP1,2009-04-12,Sevilla,Getafe,0,1,A,0,0,D,15,12,5,2,12,11,7,3,1,2,0,0,1.53,3.75,7.0,1.5,3.75,6.0,89,16,9
11492,SP1,2009-04-12,Racing Sant,Betis,2,3,A,2,2,D,14,14,3,5,21,20,10,7,3,5,1,0,2.0,3.4,3.75,1.95,3.25,3.55,89,36,4
11493,SP1,2009-04-12,Real Madrid,Valladolid,2,0,H,1,0,H,20,17,6,9,15,15,2,5,3,1,0,0,1.29,5.5,10.0,1.22,5.5,10.0,89,14,18
11494,SP1,2009-04-12,Osasuna,Athletic Club,2,1,H,1,1,D,21,10,5,5,15,15,4,1,4,2,0,1,2.1,3.25,3.6,2.1,3.15,3.25,89,12,1
11495,SP1,2009-04-12,Numancia,Espanyol,0,0,D,0,0,D,9,18,4,7,32,18,4,7,5,2,0,0,2.5,3.25,2.8,2.55,3.15,2.55,89,11536,8
11496,SP1,2009-04-12,Mallorca,Almeria,2,0,H,0,0,D,8,5,6,3,7,6,1,0,5,1,0,1,2.1,3.4,3.4,2.05,3.2,3.3,89,11,0
11497,SP1,2009-04-12,La Coruna,Atletico Madrid,1,2,A,0,1,A,9,8,4,4,10,19,4,5,2,5,0,0,2.5,3.4,2.75,2.45,3.15,2.65,89,11538,2
11498,SP2,2009-04-11,Castellon,Zaragoza,1,1,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,3.0,3.0,2.5,2.95,2.95,2.3,89,11539,41
11499,SP1,2009-04-11,Villarreal,Malaga,0,2,A,0,1,A,20,8,6,2,14,13,10,5,2,2,0,0,2.1,3.3,3.5,2.0,3.25,3.4,89,19,33
11500,SP1,2009-04-11,Barcelona,Recreativo,2,0,H,1,0,H,16,7,6,4,12,14,15,4,0,1,0,0,1.14,7.5,17.0,1.1,8.0,15.0,89,3,11541
11501,SP2,2009-04-11,Xerez,Hercules,3,0,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.1,3.4,2.2,2.95,3.15,89,11542,11542
11502,SP2,2009-04-11,Girona,Murcia,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.25,3.0,3.2,2.25,2.9,3.1,89,10,11543
11503,SP2,2009-04-11,Gimnastic,Las Palmas,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.1,3.1,3.75,2.15,2.85,3.35,89,11544,29
11504,SP2,2009-04-11,Eibar,Real Sociedad,1,1,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,3.25,3.0,2.4,3.1,2.9,2.25,89,26,15
11505,SP2,2009-04-11,Sevilla B,Alaves,1,1,D,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,3.75,3.1,2.0,4.0,3.0,1.9,89,11546,20
11506,SP2,2009-04-05,Salamanca,Celta Vigo,2,1,H,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,1.95,2.87,4.33,1.85,2.95,4.3,89,11547,6
11507,SP2,2009-04-05,Levante,Eibar,2,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.7,3.3,4.5,1.55,3.5,5.5,89,31,26
11508,SP2,2009-04-05,Hercules,Sevilla B,8,0,H,5,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.25,4.6,12.0,1.22,4.6,13.0,89,11549,11549
11509,SP2,2009-04-05,Elche,Alaves,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.9,2.87,4.33,1.8,2.9,4.65,89,7,20
11510,SP2,2009-04-05,Albacete,Alicante,0,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,1.9,3.1,4.0,1.75,3.25,4.3,89,21,11551
11511,SP1,2009-04-05,Atletico Madrid,Osasuna,2,4,A,1,2,A,17,11,6,5,14,15,8,5,2,1,0,0,1.66,3.6,5.25,1.55,3.7,5.4,89,2,12
11512,SP1,2009-04-05,Espanyol,La Coruna,3,1,H,2,1,H,12,11,6,5,20,17,5,3,2,1,0,0,2.4,3.2,3.0,2.25,3.1,3.0,89,8,11553
11513,SP1,2009-04-05,Sporting Gijon,Racing Sant,0,2,A,0,0,D,15,5,12,3,18,16,9,2,2,4,0,0,2.62,3.25,2.62,2.6,3.0,2.6,89,37,36
11514,SP1,2009-04-05,Valencia,Getafe,4,1,H,2,0,H,16,18,8,5,26,14,3,3,1,3,0,1,1.85,3.5,4.2,1.75,3.4,4.2,89,17,9
11515,SP2,2009-04-05,Murcia,Xerez,1,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.6,2.9,2.7,2.65,2.9,2.55,89,11556,11556
11516,SP1,2009-04-04,Almeria,Villarreal,3,0,H,3,0,H,18,7,6,3,20,14,1,3,2,3,0,1,2.4,3.2,3.0,2.45,3.05,2.75,89,0,19
11517,SP1,2009-04-04,Recreativo,Sevilla,0,1,A,0,1,A,12,17,0,4,17,14,8,3,3,2,1,0,3.6,3.4,2.0,3.5,3.3,1.95,89,11558,16
11518,SP1,2009-04-04,Valladolid,Barcelona,0,1,A,0,1,A,7,13,2,4,21,9,4,4,1,0,0,0,6.0,4.0,1.53,6.25,4.25,1.42,89,18,3
11519,SP1,2009-04-04,Athletic Club,Mallorca,2,1,H,1,0,H,9,18,3,1,29,22,0,0,6,3,0,0,2.0,3.4,3.6,2.0,3.2,3.45,89,1,11
11520,SP1,2009-04-04,Malaga,Real Madrid,0,1,A,0,0,D,11,16,7,5,17,21,8,6,3,4,0,0,4.75,3.6,1.72,4.5,3.45,1.7,89,33,14
11521,SP1,2009-04-04,Betis,Numancia,3,3,D,1,1,D,20,18,9,6,21,15,6,4,3,4,2,1,1.61,3.75,5.5,1.55,3.65,5.5,89,4,11562
11522,SP2,2009-04-04,Cordoba,Huesca,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,2.87,3.4,2.3,2.85,3.05,89,11563,28
11523,SP2,2009-04-04,Zaragoza,Girona,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.5,3.4,7.0,1.5,3.3,7.0,89,41,10
11524,SP2,2009-04-04,Rayo Vallecano,Tenerife,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.25,2.87,3.25,2.15,2.85,3.4,89,13,38
11525,SP2,2009-04-04,Real Sociedad,Gimnastic,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.9,2.8,4.5,1.9,2.85,4.25,89,15,11566
11526,SP2,2009-04-04,Las Palmas,Castellon,1,0,H,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.2,2.87,3.3,2.3,2.85,3.05,89,29,11567
11527,SP2,2009-03-29,Gimnastic,Levante,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,2.87,3.4,2.2,2.8,3.35,89,11568,31
11528,SP2,2009-03-29,Eibar,Rayo Vallecano,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.87,2.87,2.5,2.95,2.8,2.4,89,26,13
11529,SP2,2009-03-29,Alicante,Elche,0,3,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.5,2.87,2.9,2.7,2.8,2.6,89,11570,7
11530,SP2,2009-03-29,Alaves,Hercules,1,3,A,1,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.87,2.87,2.5,2.9,2.85,2.4,89,20,11571
11531,SP2,2009-03-29,Huesca,Salamanca,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.2,2.87,3.4,2.2,2.85,3.25,89,28,11572
11532,SP2,2009-03-29,Tenerife,Cordoba,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.66,3.2,5.5,1.55,3.45,5.7,89,38,11573
11533,SP2,2009-03-28,Sevilla B,Murcia,3,3,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,3.8,3.0,2.0,3.45,3.1,2.0,89,11574,11574
11534,SP2,2009-03-28,Castellon,Real Sociedad,0,3,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.3,2.9,3.2,2.3,2.7,3.25,89,11575,15
11535,SP2,2009-03-28,Celta Vigo,Albacete,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.0,3.8,2.05,2.9,3.55,89,6,21
11536,SP2,2009-03-28,Girona,Las Palmas,2,2,D,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.25,2.9,3.4,2.25,2.8,3.2,89,10,29
11537,SP2,2009-03-28,Xerez,Zaragoza,1,2,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,2.5,2.87,2.87,2.25,3.1,2.9,89,11578,41
11538,SP2,2009-03-22,Elche,Hercules,2,2,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.62,2.8,2.8,2.7,2.65,2.75,89,7,11579
11539,SP2,2009-03-22,Real Sociedad,Girona,2,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,1.83,3.2,4.2,1.85,2.7,5.0,89,15,10
11540,SP1,2009-03-22,Osasuna,Espanyol,1,0,H,0,0,D,9,8,4,4,25,14,5,5,6,3,0,0,2.15,3.25,3.4,2.0,3.2,3.45,89,12,8
11541,SP1,2009-03-22,Numancia,Sporting Gijon,2,1,H,1,0,H,13,9,6,3,22,22,9,3,2,3,1,1,2.35,3.25,3.0,2.3,3.1,2.9,89,11582,37
11542,SP1,2009-03-22,Mallorca,Atletico Madrid,2,0,H,1,0,H,8,9,3,0,23,14,4,3,2,2,0,0,3.0,3.4,2.3,3.1,3.2,2.15,89,11,2
11543,SP1,2009-03-22,La Coruna,Betis,1,1,D,1,1,D,18,16,4,7,11,17,5,1,1,4,0,0,2.2,3.3,3.25,2.0,3.2,3.45,89,11584,4
11544,SP1,2009-03-22,Getafe,Recreativo,2,1,H,0,0,D,25,9,13,4,12,20,8,2,0,1,0,0,2.0,3.3,3.8,2.0,3.1,3.55,89,9,11585
11545,SP1,2009-03-22,Barcelona,Malaga,6,0,H,4,0,H,27,10,14,3,9,15,10,7,2,3,0,0,1.22,6.0,13.0,1.25,5.0,10.0,89,3,33
11546,SP1,2009-03-22,Racing Sant,Valencia,0,1,A,0,0,D,19,7,8,2,17,20,9,6,4,2,0,1,2.4,3.25,2.9,2.3,3.05,2.95,89,36,17
11547,SP2,2009-03-22,Rayo Vallecano,Gimnastic,3,2,H,2,2,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.0,4.0,1.85,2.85,4.5,89,13,11588
11548,SP1,2009-03-22,Real Madrid,Almeria,3,0,H,1,0,H,15,14,7,4,13,16,4,7,5,2,0,0,1.3,5.25,9.5,1.25,5.45,8.25,89,14,0
11549,SP1,2009-03-21,Villarreal,Athletic Club,2,0,H,0,0,D,16,15,7,5,21,21,6,5,4,1,0,1,1.72,3.6,4.75,1.6,3.5,5.25,89,19,1
11550,SP1,2009-03-21,Sevilla,Valladolid,4,1,H,2,1,H,16,8,7,2,15,19,9,2,2,4,0,0,1.66,3.6,5.5,1.6,3.45,5.35,89,16,18
11551,SP2,2009-03-21,Zaragoza,Sevilla B,4,0,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,1.3,4.5,10.0,1.3,3.95,11.0,89,41,11592
11552,SP2,2009-03-21,Salamanca,Tenerife,1,2,A,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.3,2.9,3.2,2.3,2.9,3.0,89,11593,38
11553,SP2,2009-03-21,Murcia,Alaves,1,0,H,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.0,3.2,3.5,1.9,3.25,3.6,89,11594,20
11554,SP2,2009-03-21,Levante,Castellon,3,1,H,2,0,H,13,11,5,4,15,15,6,4,2,3,0,0,2.37,2.87,3.1,2.2,2.95,3.15,89,31,11595
11555,SP2,2009-03-21,Las Palmas,Xerez,2,3,A,1,1,D,13,11,5,4,15,15,6,4,2,3,0,0,2.7,2.75,2.75,2.85,2.65,2.6,89,29,11596
11556,SP2,2009-03-21,Cordoba,Eibar,1,1,D,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,1.72,3.3,4.5,1.85,3.1,4.0,89,11597,26
11557,SP2,2009-03-21,Alicante,Celta Vigo,2,2,D,0,2,A,13,11,5,4,15,15,6,4,2,3,0,0,2.5,2.87,2.87,2.55,2.85,2.7,89,11598,6
11558,SP2,2009-03-21,Albacete,Huesca,0,2,A,0,2,A,13,11,5,4,15,15,6,4,2,3,0,0,2.3,2.9,3.2,2.2,2.75,3.4,89,21,28
11559,SP2,2009-03-15,Girona,Levante,0,0,D,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.3,2.88,3.1,2.35,2.65,3.25,89,10,31
11560,SP2,2009-03-15,Eibar,Salamanca,1,2,A,0,0,D,13,11,5,4,15,15,6,4,2,3,0,0,2.5,2.9,2.75,2.6,2.85,2.65,89,26,11601
11561,SP1,2009-03-15,Valladolid,Getafe,1,0,H,0,0,D,16,8,6,1,12,13,17,4,2,1,0,1,2.05,3.4,3.6,2.1,3.1,3.3,89,18,9
11562,SP2,2009-03-15,Huesca,Alicante,0,1,A,0,1,A,13,11,5,4,15,15,6,4,2,3,0,0,1.75,3.2,4.5,1.7,3.15,4.8,89,28,11603
