,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
550,José Ángel Carrillo,es ESP,FW,Huesca,28-334,1994,10,6,459,5.1,2,0,2,0,0,0,0,0.39,0.00,0.39,0.39,0.39
551,José Ángel,es ESP,DF,Sporting Gijón,33-093,1989,15,13,"1,177",13.1,0,4,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31
552,Miguel Ángel Rubio,es ESP,DF,Granada,24-271,1998,17,16,"1,441",16.0,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12
553,Hugo Anglada,es ESP,DF,Huesca,18-340,2004,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
554,Paul Anton,ro ROU,MF,Ponferradina,31-211,1991,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
555,José Antonio Ríos,es ESP,DF,Eibar,32-211,1990,5,3,301,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
556,Juan Antonio Ros,es ESP,"DF,MF",Albacete,26-267,1996,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
557,Arvin Appiah,eng ENG,MF,Tenerife,21-336,2001,10,3,396,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23
558,Kévin Appin,mq MTQ,"MF,FW",UD Ibiza,24-321,1998,15,10,913,10.1,0,2,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20
559,Arana,es ESP,FW,Villarreal B,22-302,2000,10,3,351,3.9,2,0,2,0,0,2,0,0.51,0.00,0.51,0.51,0.51
560,Anaitz Arbilla,es ESP,DF,Eibar,35-206,1987,13,11,"1,037",11.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
561,Jesús Areso,es ESP,"DF,MF",Burgos,23-158,1999,13,8,710,7.9,0,2,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25
562,Matias Arezo,uy URU,"MF,FW",Granada,20-016,2002,8,2,204,2.3,1,0,1,0,0,1,0,0.44,0.00,0.44,0.44,0.44
563,David Argüelles,es ESP,DF,Sporting Gijón,20-340,2002,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
564,Raúl Arias,,FW,Ponferradina,,,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
565,José Arnaiz,es ESP,"FW,MF",Leganés,27-236,1995,19,19,"1,652",18.4,4,1,4,0,0,2,0,0.22,0.05,0.27,0.22,0.27
566,Óscar Arribas,es ESP,"MF,FW",Cartagena,24-046,1998,10,2,257,2.9,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35
567,Anderson Arroyo,co COL,DF,Alavés,23-071,1999,8,6,579,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
568,,,,,,,,,,,,,,,,,,,,,,
569,Juan Artola,es ESP,"FW,MF",Burgos,22-244,2000,15,5,513,5.7,2,0,2,0,0,2,1,0.35,0.00,0.35,0.35,0.35
570,Miguel Atienza,es ESP,MF,Burgos,23-194,1999,18,15,"1,389",15.4,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06
571,Emmanuel Attipoe,gh GHA,MF,Albacete,22-168,2000,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
572,Javier Avilés,es ESP,FW,Leganés,25-112,1997,3,0,14,0.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
573,Miguel Azeez,eng ENG,"MF,FW",UD Ibiza,20-078,2002,10,7,592,6.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
574,Baena,es ESP,"FW,MF",Lugo,22-055,2000,14,4,444,4.9,1,1,1,0,0,0,0,0.20,0.20,0.41,0.20,0.41
575,Sinan Bakış,tr TUR,FW,Andorra,28-229,1994,13,8,781,8.7,7,2,5,2,2,3,0,0.81,0.23,1.04,0.58,0.81
576,Alex Balboa,gq EQG,MF,Alavés,21-276,2001,6,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
577,Axel Bamba,fr FRA,DF,Sporting Gijón,23-154,1999,7,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
578,Barbu,es ESP,DF,CD Mirandés,21-196,2001,8,8,712,7.9,1,0,1,0,0,4,0,0.13,0.00,0.13,0.13,0.13
579,Bernabé Barragán,es ESP,GK,Albacete,29-292,1993,15,15,"1,350",15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
580,Manu Barreiro,es ESP,FW,Lugo,36-152,1986,14,9,767,8.5,2,1,1,1,1,2,0,0.23,0.12,0.35,0.12,0.23
581,Dani Barrio,es ESP,GK,Burgos,35-300,1987,2,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
582,Thierno Barry,gn GUI,FW,Tenerife,22-329,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
583,Borja Bastón,es ESP,FW,Oviedo,30-104,1992,19,18,"1,571",17.5,7,0,4,3,4,4,0,0.40,0.00,0.40,0.23,0.23
584,Jon Bautista,es ESP,FW,Eibar,27-157,1995,14,7,676,7.5,2,0,2,0,0,1,0,0.27,0.00,0.27,0.27,0.27
585,Carlos Benavídez,uy URU,MF,Alavés,24-252,1998,14,11,913,10.1,1,0,1,0,0,5,1,0.10,0.00,0.10,0.10,0.10
586,Saúl Berjón,es ESP,"FW,MF",Burgos,36-197,1986,8,0,66,0.7,0,1,0,0,0,0,0,0.00,1.36,1.36,0.00,1.36
587,Álex Bermejo,es ESP,"MF,FW",Burgos,23-361,1998,18,16,"1,246",13.8,2,0,1,1,1,3,0,0.14,0.00,0.14,0.07,0.07
588,Sergio Bermejo,es ESP,"MF,FW",Zaragoza,25-112,1997,14,13,984,10.9,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27
589,Juan Berrocal González,es ESP,DF,Eibar,23-217,1999,15,14,"1,122",12.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
590,Gustavo Blanco Leschuk,ar ARG,FW,Eibar,31-032,1991,14,8,754,8.4,2,0,2,0,0,3,0,0.24,0.00,0.24,0.24,0.24
591,Jérémy Blasco,fr FRA,DF,Huesca,23-298,1999,9,8,732,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
592,Pablo de Blasis,ar ARG,"MF,FW",Cartagena,34-306,1988,18,18,"1,580",17.6,1,4,1,0,0,2,0,0.06,0.23,0.28,0.06,0.28
593,Yann Bodiger,fr FRA,MF,Granada,27-301,1995,14,14,"1,180",13.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
594,,,,,,,,,,,,,,,,,,,,,,
595,Mateusz Bogusz,pl POL,MF,UD Ibiza,21-107,2001,9,1,229,2.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
596,Mohamed Bouldini,ma MAR,FW,Levante,27-010,1995,12,7,648,7.2,3,1,3,0,0,5,0,0.42,0.14,0.56,0.42,0.56
597,Ruben Bover,es ESP,MF,Andorra,30-166,1992,10,6,500,5.6,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18
598,Flavien Boyomo,fr FRA,DF,Albacete,21-061,2001,17,16,"1,402",15.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
599,Quentin Braat,fr FRA,GK,Oviedo,25-154,1997,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
600,Brugui,es ESP,"MF,FW",Levante,26-033,1996,15,8,706,7.8,2,0,2,0,0,1,1,0.25,0.00,0.25,0.25,0.25
601,Mustapha Bundu,sl SLE,FW,Andorra,25-283,1997,10,3,296,3.3,2,1,2,0,0,0,0,0.61,0.30,0.91,0.61,0.91
602,Aitor Buñuel,es ESP,DF,Tenerife,24-300,1998,8,6,517,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
603,Esteban Burgos,ar ARG,DF,Málaga,30-332,1992,12,12,931,10.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
604,Unai Bustinza,es ESP,DF,Málaga,30-308,1992,8,6,532,5.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
605,Erick Cabaco,uy URU,DF,Granada,27-232,1995,8,4,410,4.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
606,Jordi Calavera,es ESP,DF,Lugo,27-127,1995,7,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
607,Iván Calero,es ESP,"DF,MF",Cartagena,27-230,1995,18,18,"1,566",17.4,1,3,1,0,0,4,0,0.06,0.17,0.23,0.06,0.23
608,José Callejón,es ESP,"FW,MF",Granada,35-299,1987,18,17,"1,449",16.1,3,3,3,0,0,3,0,0.19,0.19,0.37,0.19,0.37
609,Dani Calvo,es ESP,DF,Oviedo,28-250,1994,14,13,"1,198",13.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
610,Suleiman Camara Sanneh,se SWE,MF,UD Ibiza,21-000,2001,17,11,909,10.1,2,1,2,0,0,3,0,0.20,0.10,0.30,0.20,0.30
611,José Campaña,es ESP,MF,Levante,29-190,1993,8,7,554,6.2,2,0,0,2,2,3,0,0.32,0.00,0.32,0.00,0.00
612,Gaspar Campos,es ESP,MF,Sporting Gijón,22-255,2000,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
613,Gaspar Campos,es ESP,"MF,FW",Burgos,22-255,2000,16,9,789,8.8,4,0,4,0,0,0,0,0.46,0.00,0.46,0.46,0.46
614,Víctor Campuzano,es ESP,"FW,MF",Sporting Gijón,25-190,1997,10,5,400,4.4,2,0,2,0,0,1,0,0.45,0.00,0.45,0.45,0.45
615,Marco Camús,es ESP,MF,Racing Sant,21-021,2001,17,4,577,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
616,Álex Cantero,es ESP,"MF,FW",Levante,22-182,2000,12,4,394,4.4,2,1,2,0,0,2,0,0.46,0.23,0.69,0.46,0.69
617,Marc Carbó,es ESP,MF,Lugo,28-200,1994,10,4,402,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
618,Cárdenas,es ESP,GK,Levante,25-254,1997,18,18,"1,620",18.0,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06
619,Marc Cardona,es ESP,FW,Las Palmas,27-152,1995,15,11,955,10.6,5,0,4,1,1,2,0,0.47,0.00,0.47,0.38,0.38
620,,,,,,,,,,,,,,,,,,,,,,
621,Sergi Cardona,es ESP,"DF,MF",Las Palmas,23-152,1999,18,17,"1,490",16.6,0,2,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12
622,Carlo,es ESP,MF,Villarreal B,21-298,2001,13,12,"1,056",11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17
623,José Carlos,pt POR,DF,UD Ibiza,24-129,1998,6,5,382,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
624,Juan Carlos,es ESP,FW,Huesca,31-267,1991,16,10,"1,033",11.5,3,0,2,1,1,5,0,0.26,0.00,0.26,0.17,0.17
625,Andrés Caro,es ESP,DF,Málaga,18-309,2004,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
626,Salifo Caropitche,gw GNB,FW,CD Mirandés,21-171,2001,1,0,3,0.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
627,Sergio Carreira,es ESP,"DF,MF",Villarreal B,22-055,2000,10,6,561,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
628,Jordan Carrillo,mx MEX,MF,Sporting Gijón,21-007,2001,5,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
629,Pau Casadesús,,DF,Andorra,,,3,2,122,1.4,1,0,1,0,0,1,0,0.74,0.00,0.74,0.74,0.74
630,Sergio Castel,es ESP,FW,UD Ibiza,27-288,1995,14,4,615,6.8,0,1,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15
631,Adri Castellano,es ESP,"MF,DF",Ponferradina,28-164,1994,4,2,191,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
632,Nacho Castillo,es ESP,MF,CD Mirandés,22-157,2000,3,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
633,Rubén Castro,es ESP,FW,Málaga,41-163,1981,17,16,"1,358",15.1,3,2,3,0,1,0,0,0.20,0.13,0.33,0.20,0.33
634,Karim Chaban,dz ALG,MF,Albacete,22-335,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
635,Pablo Chavarría,ar ARG,FW,Málaga,34-339,1988,7,1,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
636,Pep Chavarría,es ESP,DF,Zaragoza,24-241,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
637,Chema,es ESP,DF,Eibar,30-279,1992,3,1,53,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
638,Churripi,es ESP,GK,Burgos,28-218,1994,17,17,"1,467",16.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
639,Seydouba Cissé,gn GUI,MF,Leganés,21-300,2001,16,12,"1,021",11.3,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09
640,Pablo Clavería,es ESP,MF,Lugo,26-250,1996,17,9,725,8.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
641,Enrique Clemente,es ESP,DF,Las Palmas,23-278,1999,3,2,140,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
642,Óscar Clemente,es ESP,MF,Las Palmas,23-256,1999,14,12,896,10.0,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10
643,Saúl Coco,gq EQG,DF,Las Palmas,23-301,1999,15,13,"1,131",12.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
644,Coke,es ESP,DF,UD Ibiza,35-225,1987,8,6,581,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
645,Diego Collado,es ESP,"MF,FW",Villarreal B,21-332,2001,17,16,"1,192",13.2,3,1,3,0,0,3,0,0.23,0.08,0.30,0.23,0.30
646,,,,,,,,,,,,,,,,,,,,,,
647,Aitor Córdoba,es ESP,DF,Burgos,27-200,1995,17,17,"1,530",17.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
648,José Corpas,es ESP,"MF,FW",Eibar,31-153,1991,18,14,"1,099",12.2,3,0,1,2,2,2,0,0.25,0.00,0.25,0.08,0.08
649,Rober Correa,es ESP,DF,Eibar,30-078,1992,9,5,500,5.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00
650,Álex Corredera,es ESP,MF,Tenerife,26-263,1996,6,5,406,4.5,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00
651,David Costas,es ESP,DF,Oviedo,27-256,1995,9,9,765,8.5,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24
652,Iván Cuéllar,es ESP,GK,Sporting Gijón,38-194,1984,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
653,Jaume Cuéllar,bo BOL,"MF,FW",Lugo,21-106,2001,18,14,"1,142",12.7,1,4,1,0,0,1,0,0.08,0.32,0.39,0.08,0.39
654,Eric Curbelo,es ESP,DF,Las Palmas,28-327,1994,19,17,"1,515",16.8,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06
655,Curro,es ESP,MF,Burgos,26-338,1996,12,11,899,10.0,4,1,4,0,0,0,1,0.40,0.10,0.50,0.40,0.50
656,Dali,es ESP,FW,Racing Sant,22-245,2000,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
657,Toni Datković,hr CRO,DF,Cartagena,29-031,1993,17,17,"1,471",16.3,0,2,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12
658,Alberto Del Moral,es ESP,MF,Villarreal B,22-140,2000,17,17,"1,530",17.0,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12
659,Jorge Delgado,es ESP,FW,Racing Sant,20-340,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
660,Moisés Delgado,es ESP,"DF,MF",Ponferradina,28-233,1994,15,10,863,9.6,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10
661,Julián Delmás,es ESP,DF,Cartagena,27-231,1995,7,1,158,1.8,0,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57
662,Moussa Diarra,es ESP,DF,Málaga,20-321,2002,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
663,Pedro Díaz,es ESP,MF,Sporting Gijón,24-185,1998,12,9,764,8.5,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24
664,Víctor Díaz,es ESP,"DF,MF",Granada,34-178,1988,12,10,930,10.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
665,Adrián Diéguez,es ESP,DF,Ponferradina,26-306,1996,13,10,885,9.8,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10
666,Papakouli Diop,sn SEN,MF,UD Ibiza,36-263,1986,10,6,536,6.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
667,Mohammed Djetei,cm CMR,DF,Albacete,28-111,1994,19,17,"1,594",17.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
668,Álex Domínguez,es ESP,GK,Las Palmas,24-130,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
669,Rubén Duarte,es ESP,DF,Alavés,27-050,1995,15,12,"1,115",12.4,0,2,0,0,0,7,0,0.00,0.16,0.16,0.00,0.16
670,Jonathan Dubasin,be BEL,"FW,MF",Albacete,22-308,2000,19,12,"1,163",12.9,4,2,4,0,0,3,0,0.31,0.15,0.46,0.31,0.46
671,Riza Durmisi,dk DEN,"DF,MF",Leganés,28-333,1994,10,5,550,6.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
672,,,,,,,,,,,,,,,,,,,,,,
673,Unai Elgezabal,es ESP,"MF,DF",Burgos,29-226,1993,18,18,"1,544",17.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
674,Juergen Elitim,co COL,MF,Racing Sant,23-147,1999,11,11,875,9.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00
675,Sergi Enrich,es ESP,FW,Oviedo,32-284,1990,17,10,875,9.7,2,0,2,0,0,1,1,0.21,0.00,0.21,0.21,0.21
676,Ramón Enríquez,es ESP,MF,Málaga,21-232,2001,11,3,435,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
677,Aarón Escandell,es ESP,GK,Cartagena,27-071,1995,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
678,Alberto Escassi,es ESP,"DF,MF",Málaga,33-282,1989,16,16,"1,274",14.2,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07
679,Gonzalo Escobar,ar ARG,"DF,MF",UD Ibiza,25-266,1997,9,6,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
680,Dani Escriche,es ESP,"FW,MF",Huesca,24-258,1998,13,8,748,8.3,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24
681,Dani Esmorís,es ESP,DF,Villarreal B,22-154,2000,18,16,"1,460",16.2,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
682,Eduardo Espiau,es ESP,FW,Ponferradina,27-353,1994,18,8,846,9.4,2,0,2,0,0,4,0,0.21,0.00,0.21,0.21,0.21
683,Etyan,es ESP,FW,Tenerife,20-184,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
684,Euse,es ESP,DF,Huesca,22-003,2000,2,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
685,Mamadou Fall,sn SEN,DF,Villarreal B,20-016,2002,14,14,"1,258",14.0,2,0,2,0,0,4,1,0.14,0.00,0.14,0.14,0.14
686,Aleix Febas,es ESP,MF,Málaga,26-308,1996,18,16,"1,357",15.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
687,Jesús Fernández Alonso,es ESP,DF,Lugo,22-281,2000,8,6,567,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
688,Andrés Fernández,es ESP,GK,Huesca,35-355,1986,18,18,"1,620",18.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
689,Dani Fernandez,es ESP,"DF,MF",Racing Sant,25-221,1997,14,10,934,10.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
690,Marc Fernández,es ESP,FW,Andorra,32-222,1990,10,6,478,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
691,Raúl Fernández,es ESP,GK,Granada,34-269,1988,11,10,838,9.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
692,Juan Ferney Otero,co COL,MF,Sporting Gijón,27-195,1995,18,18,"1,440",16.0,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12
693,André Ferreira,pt POR,GK,Granada,26-192,1996,7,7,604,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
694,David Ferreiro,es ESP,"MF,FW",Cartagena,34-250,1988,3,3,187,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
695,Franchu Feuillassier,ar ARG,"MF,FW",Cartagena,24-209,1998,9,2,300,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
696,Marcelo Flores,mx MEX,"MF,FW",Oviedo,19-067,2003,11,5,454,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20
697,Issa Fomba,ml MLI,MF,Málaga,21-197,2001,3,0,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
698,,,,,,,,,,,,,,,,,,,,,,
699,Álex Forés,es ESP,FW,Villarreal B,21-239,2001,9,3,295,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
700,Alejandro Francés,es ESP,DF,Zaragoza,20-128,2002,9,9,810,9.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
701,Enric Franquesa,es ESP,DF,Levante,25-284,1997,9,5,468,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
702,Jorge de Frutos,es ESP,"MF,FW",Levante,25-290,1997,17,13,"1,205",13.4,2,2,2,0,0,3,0,0.15,0.15,0.30,0.15,0.30
703,Gabriel Fuentes,co COL,DF,Zaragoza,25-301,1997,15,14,"1,262",14.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07
704,Manuel Fuster,es ESP,"MF,FW",Albacete,25-046,1997,19,17,"1,506",16.7,2,3,2,0,0,1,0,0.12,0.18,0.30,0.12,0.30
705,Daniel Fuzato,br BRA,GK,UD Ibiza,25-156,1997,18,18,"1,620",18.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
706,Álex Gallar,es ESP,MF,Málaga,30-263,1992,9,8,631,7.0,1,3,1,0,0,0,0,0.14,0.43,0.57,0.14,0.57
707,Enric Gallego,es ESP,FW,Tenerife,36-086,1986,18,16,"1,417",15.7,3,1,1,2,2,4,0,0.19,0.06,0.25,0.06,0.13
708,Álex Gálvez,es ESP,"DF,MF",UD Ibiza,33-184,1989,8,4,360,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
709,Fran Gámez,es ESP,DF,Zaragoza,31-133,1991,17,15,"1,198",13.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
710,Borja Garcés,es ESP,FW,Tenerife,23-123,1999,13,6,581,6.5,2,0,2,0,0,1,1,0.31,0.00,0.31,0.31,0.31
711,Aitor García,es ESP,MF,Sporting Gijón,28-257,1994,10,5,422,4.7,2,0,2,0,0,1,0,0.43,0.00,0.43,0.43,0.43
712,Álvaro García,es ESP,"DF,MF",UD Ibiza,22-189,2000,6,5,367,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
713,Antonio Cristian Glauder García,es ESP,DF,Albacete,27-050,1995,9,5,436,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
714,Fran García,es ESP,"DF,MF",Burgos,30-000,1992,11,10,895,9.9,0,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20
715,Francisco Jesús Crespo García,es ESP,"MF,FW",Las Palmas,26-131,1996,13,6,541,6.0,2,0,2,0,0,1,0,0.33,0.00,0.33,0.33,0.33
716,Juanma García,es ESP,"FW,MF",Albacete,31-059,1991,13,9,735,8.2,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24
717,Manu García,es ESP,MF,CD Mirandés,36-225,1986,15,2,292,3.2,1,0,1,0,0,4,0,0.31,0.00,0.31,0.31,0.31
718,Naim García,es ESP,"MF,FW",Leganés,20-179,2002,12,5,412,4.6,2,0,2,0,0,1,0,0.44,0.00,0.44,0.44,0.44
719,Saúl García,es ESP,DF,Racing Sant,28-028,1994,9,1,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
720,Sergi García,es ESP,MF,Albacete,23-237,1999,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
721,Manu Garrido,es ESP,FW,Leganés,22-180,2000,3,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
722,Sékou Gassama,sn SEN,FW,Racing Sant,27-215,1995,8,8,538,6.0,1,0,1,0,1,2,0,0.17,0.00,0.17,0.17,0.17
723,Gelabert,es ESP,"MF,FW",CD Mirandés,22-037,2000,7,4,433,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21
724,,,,,,,,,,,,,,,,,,,,,,
725,Tiago Geralnik,ar ARG,MF,Villarreal B,19-251,2003,6,4,251,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
726,Mourad El Ghezouani,ma MAR,FW,Burgos,24-194,1998,15,8,705,7.8,3,0,3,0,0,3,0,0.38,0.00,0.38,0.38,0.38
727,Gianni,es ESP,GK,Villarreal B,30-064,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
728,Iván Gil,es ESP,"MF,FW",Andorra,22-323,2000,11,6,564,6.3,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16
729,David Goldar,es ESP,DF,UD Ibiza,28-083,1994,11,10,901,10.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
730,Borja González,es ESP,DF,Burgos,27-020,1995,15,9,848,9.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
731,Cristo González,es ESP,FW,Sporting Gijón,25-044,1997,16,12,887,9.9,5,0,4,1,1,2,0,0.51,0.00,0.51,0.41,0.41
732,Daniel González,es ESP,FW,Albacete,20-264,2002,4,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
733,Fabio González,es ESP,MF,Las Palmas,25-298,1997,14,4,517,5.7,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17
